External_ID_Vod_c,Name,Mission_c,Website,POL_KOL_Phone_C,POL_KOL_Email_C,Organization_Type_c,Latest990_C,KRM_Legal_Entity_c,Total_Revenue_000_c,KRM_CHANGE_STATUS_C,KRM_CHANGE_DATE_C,RECORDTYPEID,LASTNAME,FIRSTNAME,SALUTATION,EXTERNAL_ID_VOD_C,MIDDLE_VOD_C,SUFFIX_VOD_C,KOL_CREDENTIALS_OLR_C,City_vod_c,Country_vod_c,Zip_vod_c,State_vod_c,Address_line_2_vod_c,External_Id_Vod_c,EIN,Account_Vod_C,Leader_Name,FROM_ACCOUNT_VOD_C,ROLE_VOD_C,TO_ACCOUNT_VOD_C
541737277,1800 M St NW Ste 400s,See schedule o for the councils mission statement.,www.ceecinc.org,202-289-1365,,"I03 - Crime, Legal Related",2019,501(c)(3),280651,Published,3/10/2020,01203000000CijdAAC,Flatley,John,,JOHN FLATLEY-541737277-UNAVAILABLE,,,,Washington,United States,20036-5878,DC,,EIN-541737277,541737277,,JOHN FLATLEY-541737277-UNAVAILABLE,,UNAVAILABLE,
222667260,227 Dunham Street,"Looking at death in a different light.
pain and difficulty may be part of the end of life, but they do not need to define it entirely.

we believe that in the passing of a person's life, there are also extraordinary opportunities for compassion, reconciliation, spiritual healing, and renewal.

this is why our mission is focused on allowing patients and loved ones to find the support and resources they need to live life meaningfully and fully for as long as it lasts.

the phrase a good death"" is being used more and more these days. it refers to what we at center for hospice care have committed ourselves to for more than 30 years: unflagging compassion, care, service, and emotional counsel for anyone in our community whose life has been touched by death.

the vision that inspires us
to be the premier hospice organization providing care to our community.

the mission that drives us
to provide quality care for people with life-limiting illnesses and support for their loved ones before and after death.

the values that we practice each day
we refer to our values as hcraft, an acronym that serves as shorthand for the guiding principles of hospice and palliative care as we practice it.

honesty and integrity
communicating truthfully and clearly with all, and keeping patient information confidential.

compassion
caring for the patients, families and the community we serve.

respect and dignity
using humility and fairness in our interactions with others.

accountability
following standard policies, professional practices and procedures at all times. emphasizing life-long learning and improvement as an organization.

fiscal responsibility
being responsible for the ongoing fulfillment of our mission with finite resources.

teamwork
collaborating internally and externally, respecting and caring for each other, and providing for our patients and families.",https://www.hospicesect.org,860-848-5699,,P74 - Human Services,2019,501(c)(3),4384808,Published,3/10/2020,01203000000CijdAAC,Mahier,Carol,,CAROL MAHIER-222667260-UNAVAILABLE,,,MA,Norwich,United States,06360,CT,,EIN-222667260,222667260,,CAROL MAHIER-222667260-UNAVAILABLE,,UNAVAILABLE,
200588190,One Liberty Square,"The center for information and study on clinical research participation (ciscrp) is a non-profit organization founded in 2003 and dedicated to educating the public and patients and to engaging these critical stakeholders as partners in the clinical research process. ciscrp provides a variety of award-winning and internationally recognized educational resources, programs and services including print and digital materials; media outreach and awareness campaigns, live educational events; study volunteer appreciation programs; patient advisory boards and custom research assessing patient health journeys and study volunteer experiences; and plain language clinical trial results summaries.",www.ciscrp.org,617-725-2750,,H99 - Medical Research,2019,501(c)(3),5807797,Published,3/10/2020,01203000000CijdAAC,Getz,Ken,,KEN GETZ-200588190-UNAVAILABLE,,,,Boston,United States,02109,MA,Suite 1100,EIN-200588190,200588190,,KEN GETZ-200588190-UNAVAILABLE,,UNAVAILABLE,
233011941,3847 Skippack Pike,"The center for loss and bereavment, founded in 2000, provides professional counseling, support group services and education for individuals, couples, children and families dealing with loss and bereavement. our program developed as a result of the need for specialized services in the area of death, dying and bereavement. the center for loss and bereavement's goal is to assist bereaved people through their grieving process so that they may invest in a healthy life by finding new meaning in their personal and professional endeavors.",www.bereavementcenter.org,610-222-4110,,"F60 - Mental Health, Crisis Intervention",2019,501(c)(3),577719,Published,3/10/2020,01203000000CijdAAC,Vincent,Emily,Mr,EMILY VINCENT-233011941-EXECUTIVE DIRECTOR,,,,Skippack,United States,19474,PA,PO Box 1299,EIN-233011941,233011941,,EMILY VINCENT-233011941-EXECUTIVE DIRECTOR,,Executive Director,
204321812,757 3rd Ave Fl 20,"The communication of ideas that focus on understanding medical innovation to effect change in public health care policy, sponsor programs, meetings and studies utilizing the internet to make research accessible through blogs, studies, reports and podcasts.",cmpi.org,212-417-9169,,E70 - Health -- General and Rehabilitative,2018,501(c)(3),714553,Published,3/10/2020,01203000000CijdAAC,Pitts,Peter,,PETER PITTS-204321812-UNAVAILABLE,,,,New York,United States,10017-2046,NY,,EIN-204321812,204321812,,PETER PITTS-204321812-UNAVAILABLE,,UNAVAILABLE,
743093659,1129 20th St NW Ste 600,"The center works to educate and inspire support among the american public, opinion leaders and policymakers about the importance of development and diplomacy as key to u.s. foreign policy and national security strategy.",www.usglc.org,202-689-8911,,"W05 - Public, Society Benefit -- Multipurpose and Other",2019,501(c)(3),8477668,Published,3/10/2020,01203000000CijdAAC,Schrayer,Elizabeth,,ELIZABETH SCHRAYER-743093659-UNAVAILABLE,,,,Washington,United States,20036-3455,DC,,EIN-743093659,743093659,,ELIZABETH SCHRAYER-743093659-UNAVAILABLE,,UNAVAILABLE,
521067287,1501 M St NW Ste 1000,All program service activity is directed towards helping member employers understand and manage their workplace compliance requirements and risks.,www.cwc.org,202-629-5650,,"J20 - Employment, Job Related",2018,501(c)(3),4062929,Published,3/10/2020,01203000000CijdAAC,Lakis,Joseph,,JOSEPH LAKIS-521067287-UNAVAILABLE,,,,Washington,United States,20005-1769,DC,,EIN-521067287,521067287,,JOSEPH LAKIS-521067287-UNAVAILABLE,,UNAVAILABLE,
272429741,7th Floor,,,UNAVAILABLE,,"W20 - Public, Society Benefit -- Multipurpose and Other",0,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,,,,NAN NAN-272429741-UNAVAILABLE,,,,Washington,United States,20004,DC,,EIN-272429741,272429741,,NAN NAN-272429741-UNAVAILABLE,,UNAVAILABLE,
223800065,114 Rockaway Rd,Raising funds for college scholarships for needy and deserving children.,,,,B82 - Education,2019,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,,,,NAN NAN-223800065-UNAVAILABLE,,,,Lebanon,United States,08833-4408,NJ,,EIN-223800065,223800065,,NAN NAN-223800065-UNAVAILABLE,,UNAVAILABLE,
521251927,1836 Kirkman Cv,,,UNAVAILABLE,,E90 - Health -- General and Rehabilitative,0,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,,,,NAN NAN-521251927-UNAVAILABLE,,,,Birmingham,United States,35242-4768,AL,,EIN-521251927,521251927,,NAN NAN-521251927-UNAVAILABLE,,UNAVAILABLE,
561644218,1105 Kelly Dr,The foundation provided financial assistance to students and supporting programs at central carolina community college.,,919-718-7231,,B11 - Education,2019,501(c)(3),748213,Published,3/10/2020,01203000000CijdAAC,Hare,Emily,,EMILY HARE-561644218-UNAVAILABLE,,,,Sanford,United States,27330-9059,NC,,EIN-561644218,561644218,,EMILY HARE-561644218-UNAVAILABLE,,UNAVAILABLE,
362676838,1120 Route 73 Ste 200,"Sim brings together it leaders to share, network and give back to their communities through the collaboration of local chapters.",www.simnet.org,856-380-6807,,"U41 - Science and Technology Research Institutes, Services",2018,501(c)(3),3908013,Published,3/10/2020,01203000000CijdAAC,Taylor,Mark,,MARK TAYLOR-362676838-UNAVAILABLE,,,MA,Mount Laurel,United States,08054-5113,NJ,,EIN-362676838,362676838,,MARK TAYLOR-362676838-UNAVAILABLE,,UNAVAILABLE,
830588970,800 1st St Ste 410,"The mission is to reduce the financial burden of cancer treatment by providing financial assistance for insurance premiums, copays, prescription medications, and other medical expenses.",,,,"G19 - Diseases, Disorders, Medical Disciplines",2019,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,,,,NAN NAN-830588970-UNAVAILABLE,,,,Macon,United States,31201-8306,GA,,EIN-830588970,830588970,,NAN NAN-830588970-UNAVAILABLE,,UNAVAILABLE,
411526035,1102 Shore Acres Dr,"To implement the national association's (ena) philosophy, objectives, and leadership on the state level, as well as to coordinate the professional activities of chapters within the state in liaison with the national level (ena): general assembly and the board of directors of ena. the minnesota state council shall act in accord with the by laws and procedures established by the national association.",,,,E03 - Health -- General and Rehabilitative,2019,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,,,,NAN NAN-411526035-UNAVAILABLE,,,,Albert Lea,United States,56007-2062,MN,,EIN-411526035,411526035,,NAN NAN-411526035-UNAVAILABLE,,UNAVAILABLE,
135641857,7 Penn Plaza,"The national hemophilia foundation is dedicated to finding better treatments and cures for bleeding and clotting disorders and to preventing the complications of these disorders through education, advocacy and research.",www.hemophilia.org,212-328-3700,,"G99 - Disease, Disorders, Medical Disciplines",2018,501(c)(3),22443825,Published,3/10/2020,01203000000CijdAAC,Valentino,Len,Dr,LEN VALENTINO-135641857-UNAVAILABLE,,,,New York,United States,10001,NY,Suite 1204,EIN-135641857,135641857,,LEN VALENTINO-135641857-UNAVAILABLE,,UNAVAILABLE,
251726727,423 N 21st St Ste 100,,,717-761-0930,,"G70 - Diseases, Disorders, Medical Disciplines",2016,501(c)(3),0,Published,3/10/2020,01203000000CijdAAC,Mize,David,,DAVID MIZE-251726727-UNAVAILABLE,,,,Camp Hill,United States,17011-2207,PA,,EIN-251726727,251726727,,DAVID MIZE-251726727-UNAVAILABLE,,UNAVAILABLE,
742720462,815a Brazos St # 311,Educate public about frivolous lawsuits,,,,"I50 - Crime, Legal Related",2019,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,,,,NAN NAN-742720462-UNAVAILABLE,,,,Austin,United States,78701-2502,TX,,EIN-742720462,742720462,,NAN NAN-742720462-UNAVAILABLE,,UNAVAILABLE,
262987850,P.O. Box 1185,"Our mission is the development and empowerment of the latinx community through
education, art, and cultural programming for young people and adults. based on family,
student, and faculty interests and talents, we collaboratively design classes in the areas of environmental sciences, stem, dramatic and visual arts, media productions, music, and sports. what makes ccate unique is how, through the intersection of our dreams and determination, we collectively create space for individual growth, community engagement, and social change.",www.ccate.org,484-685-3633,,"A20 - Arts, Culture, and Humanities",2019,501(c)(3),217559,Published,3/10/2020,01203000000CijdAAC,Arango,Obed,,OBED ARANGO-262987850-EXECUTIVE DIRECTOR,,,,Blue Bell,United States,19422,PA,,EIN-262987850,262987850,,OBED ARANGO-262987850-EXECUTIVE DIRECTOR,,Executive Director,
651230448,100 SAS Campus Drive,"The mission of the ceo roundtable on cancer is to make continual progress toward the elimination of cancer as a personal disease and public health problem. the organization promotes activities to reduce cancer risk, enable early detection, facilitate better access to high quality treatment and hasten the discovery of more effective diagnostic tools and therapies.",www.ceoroundtableoncancer.org,,,H30 - Medical Research,2019,501(c)(3),4893503,Published,3/10/2020,01203000000CijdAAC,Murphy,Martin,Dr,MARTIN MURPHY-651230448-EXECUTIVE,,,"RPH, MA",Cary,United States,27513,NC,,EIN-651230448,651230448,,MARTIN MURPHY-651230448-EXECUTIVE,,Executive,
113534178,3 Cedar St Ext Ste 2,,,,,E11 - Health -- General and Rehabilitative,0,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,Constantino,Susan,,SUSAN CONSTANTINO-113534178-UNAVAILABLE,,,,Cohoes,United States,12047-3151,NY,,EIN-113534178,113534178,,SUSAN CONSTANTINO-113534178-UNAVAILABLE,,UNAVAILABLE,
611405592,PO Box 323,To further the knowledge and the experience of the members of this professional medical association.,,,,E03 - Health -- General and Rehabilitative,2018,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,,,,NAN NAN-611405592-UNAVAILABLE,,,,Southfield,United States,48037-0323,MI,,EIN-611405592,611405592,,NAN NAN-611405592-UNAVAILABLE,,UNAVAILABLE,
223936753,40 Worth Street,"Charity: water is a non-profit organization bringing clean and safe drinking water to people in developing countries.

we inspire giving and empower others to fundraise for sustainable water solutions. we use local partners on the ground to build and implement the projects. then, we prove every single project funded, using gps coordinates, photos and stories from the field.",http://www.charitywater.org,646-688-2323,,"Q33 - International, Foreign Affairs, and National Security",2018,501(c)(3),70090661,Published,3/10/2020,01203000000CijdAAC,Harrison,Scott,Mr,SCOTT HARRISON-223936753-UNAVAILABLE,,,OT,New York,United States,10013,NY,Suite 829,EIN-223936753,223936753,,SCOTT HARRISON-223936753-UNAVAILABLE,,UNAVAILABLE,
202014968,635 Main Street,"Charley's fund, inc. was formed for the primary purpose of raising money to fund a cure or treatment for duchenne muscular dystrophy. the purpose of charley's fund, inc. is being achieved by making strategic grants and related investments in translational research (research that focuses on moving science from the lab into human clinical trials) being performed by leading researchers, scientists and physicians who are pushing the envelope of duchenne muscular dystrophy treatment.",www.charleysfund.org,413-528-0400,sarah@charleysfund.org,H20 - Medical Research,2018,501(c)(3),2768744,Published,3/10/2020,01203000000CijdAAC,Seckler,Tracy,,TRACY SECKLER-202014968-UNAVAILABLE,,,,Great Barrington,United States,01230,MA,Suite 3,EIN-202014968,202014968,,TRACY SECKLER-202014968-UNAVAILABLE,,UNAVAILABLE,
561541569,112 Harding Pl No 200,,,,,"S40 - Community Improvement, Capacity Building",0,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,Buchanan,Sandra,Dr,SANDRA BUCHANAN-561541569-UNAVAILABLE,,,,Charlotte,United States,28204,NC,,EIN-561541569,561541569,,SANDRA BUCHANAN-561541569-UNAVAILABLE,,UNAVAILABLE,
626000101,975 E 3rd St,,,UNAVAILABLE,,E22 - Health -- General and Rehabilitative,0,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,,,,NAN NAN-626000101-UNAVAILABLE,,,,Chattanooga,United States,37403-2147,TN,,EIN-626000101,626000101,,NAN NAN-626000101-UNAVAILABLE,,UNAVAILABLE,
620532345,2525 Desales Ave,"The mission of memorial health care system is to nurture the healing ministry of the church supported by education and research, fidelity to the gospel urges us to emphasize human dignity and social justice as it creates healthier communities. (continued in schedule 0)",www.memorial.org,423-495-7878,,E21 - Health -- General and Rehabilitative,2018,501(c)(3),684120675,Published,3/10/2020,01203000000CijdAAC,,,,NAN NAN-620532345-UNAVAILABLE,,,,Chattanooga,United States,37404-1161,TN,,EIN-620532345,620532345,,NAN NAN-620532345-UNAVAILABLE,,UNAVAILABLE,
760536234,6624 Fannin St Ste 1100,"As an affiliate of commonspirit health, we make the healing presence of god known in our world by improving the health of the people we serve, especially those who are vulnerable, while we advance social justice for all.",http://www.chistlukeshealth.org/thewoodlandshospital,936-266-2000,,E20 - Health -- General and Rehabilitative,2019,501(c)(3),232190017,Published,3/10/2020,01203000000CijdAAC,,,,NAN NAN-760536234-UNAVAILABLE,,,,Houston,United States,77030-2323,TX,,EIN-760536234,760536234,,NAN NAN-760536234-UNAVAILABLE,,UNAVAILABLE,
237056930,10 W Phillip Rd Ste 120,To provide educational events to chicago dermatologists.,chicagoderm.org,847-680-1666,,"G03 - Diseases, Disorders, Medical Disciplines",2018,501(c)(3),238925,Published,3/10/2020,01203000000CijdAAC,Paul,Richard,,RICHARD PAUL-237056930-UNAVAILABLE,,,PA,Vernon Hills,United States,60061-1730,IL,,EIN-237056930,237056930,,RICHARD PAUL-237056930-UNAVAILABLE,,UNAVAILABLE,
822800115,161 S Lincolnway Ste 210,,,630-906-3700,,"X40 - Religion Related, Spiritual Development",2018,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,,,,NAN NAN-822800115-UNAVAILABLE,,,,North Aurora,United States,60542-1660,IL,,EIN-822800115,822800115,,NAN NAN-822800115-UNAVAILABLE,,UNAVAILABLE,
462118033,10 W Phillip Rd Ste 120,The chicago rheumatism society is organized exclusively for scientific and educational purposes. the purpose of the corporation is: -to educate health care professionals who are involved in the treatment of patients with rheumatic diseases. -to update these health care professionals on current research. -to organize and advocate for the specialty in governmental policy. -to provide a venue to communicate and support colleagues in the field of rheumatology.,,,,"G51 - Diseases, Disorders, Medical Disciplines",2018,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,,,,NAN NAN-462118033-UNAVAILABLE,,,,Vernon Hills,United States,60061-1730,IL,,EIN-462118033,462118033,,NAN NAN-462118033-UNAVAILABLE,,UNAVAILABLE,
363856852,1343 Montclaire Cir,,,UNAVAILABLE,,E90 - Health -- General and Rehabilitative,0,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,,,,NAN NAN-363856852-UNAVAILABLE,,,,Schaumburg,United States,60173-6180,IL,,EIN-363856852,363856852,,NAN NAN-363856852-UNAVAILABLE,,UNAVAILABLE,
821099783,7401 BLACKBURN AVE,"Our mission is to support and enhance community health initiatives in regards to awareness, prevention and education within the discipline of children and family in every healthcare and service facet. we are committed to working with health organizations, public agencies, as well as individuals, to develop partnerships resulting in quality programming and good public policy making, based on accurate information regarding health disparities. this mission is served through activities that include the dissemination of vital health care information to under-served communities.",https://www.cfchononprofit.org/,312-757-0950,,"S20 - Community Improvement, Capacity Building",0,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,Pigue,Linda,Ms,LINDA PIGUE-821099783-UNAVAILABLE,,,MS,Downers Grove,United States,60516,IL,,EIN-821099783,821099783,,LINDA PIGUE-821099783-UNAVAILABLE,,UNAVAILABLE,
133512123,1460 Broadway,"The children's brain tumor foundation (cbtf) was founded in 1988 by a group of dedicated parents, physicians and friends to improve the treatment, quality of life, and the long term outlook for children with brain and spinal cord tumors through research support, education, and advocacy to families and survivors.",http://www.cbtf.org,212-448-9494,,H98 - Medical Research,2018,501(c)(3),1902145,Published,3/10/2020,01203000000CijdAAC,Budlow,Robert,Mr,ROBERT BUDLOW-133512123-UNAVAILABLE,,,,New York,United States,10036,NY,,EIN-133512123,133512123,,ROBERT BUDLOW-133512123-UNAVAILABLE,,UNAVAILABLE,
231352166,34th St and Civic Center Blvd,"Child magazine has ranked the children's hospital of philadelphia the best pediatric hospital in the united states for the third consecutive time. in its comprehensive 2005 survey, the magazine also rated children's hospital's cardiac center and neonatology, oncology and orthopaedics divisions no. 1 in the nation and emergency medicine no. 4.",www.chop.edu,215-590-1000,,E24 - Health -- General and Rehabilitative,2019,501(c)(3),2619803328,Published,3/10/2020,01203000000CijdAAC,Bell,Madeline,,MADELINE BELL-231352166-UNAVAILABLE,,,MA,Philadelphia,United States,19104,PA,,EIN-231352166,231352166,,MADELINE BELL-231352166-UNAVAILABLE,,UNAVAILABLE,
132761376,The Tisch Building,The mission of the children's museum of manhattan (cmom) is to inspire children and families to learn about themselves and our culturally diverse world through a unique environment of interactive exhibitions and programs.,http://www.cmom.org,212-721-1223,aackerman@cmom.org,"A52 - Arts, Culture, and Humanities",2018,501(c)(3),47868462,Published,3/10/2020,01203000000CijdAAC,Ackerman,Andy,,ANDY ACKERMAN-132761376-UNAVAILABLE,,,MA,New York,United States,10024-4901,NY,212 W 83rd St,EIN-132761376,132761376,,ANDY ACKERMAN-132761376-UNAVAILABLE,,UNAVAILABLE,
132298956,"120 Wall Street, 16th Floor","Neurofibromatosis (nf) causes tumors to grow on nerves throughout the body, and affects 1 in every 3,000 people of every population. 

our mission:  drive research, expand knowledge, and advance care for the nf community.

our vision:  end nf.",http://www.ctf.org,212-344-6633,info@ctf.org,H50 - Medical Research,2019,501(c)(3),17897687,Published,3/10/2020,01203000000CijdAAC,Bakker,Annette,Dr,ANNETTE BAKKER-132298956-PRESIDENT,,,,New York,United States,10005-3904,NY,,EIN-132298956,132298956,,ANNETTE BAKKER-132298956-PRESIDENT,,President,
593836275,6600 Mercy Ct Ste 130,To service the community by uniting physicians to work on professional and public health issues. to improve clinical practice by providing medical education. to enhance the professional collaboration domestically and internationally. to promote a social and professional relationship among members.,,,,E03 - Health -- General and Rehabilitative,2020,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,,,,NAN NAN-593836275-UNAVAILABLE,,,,Fair Oaks,United States,95628-3154,CA,,EIN-593836275,593836275,,NAN NAN-593836275-UNAVAILABLE,,UNAVAILABLE,
133418133,11 E Broadway  New York Ny 10038-1013,"The chinese american medical society (the ""society"") was created in the state of ny in 1964. its mission is to improve the health status of chinese americans and to promote excellence in health care for all through the mobilization of health care professionals. it does this primarily through the holding of annual membership scientific meetings and special scientific meetings for the purpose of exchanging scientific and medical information.",www.camsociety.org,212-334-4760,,E03 - Health -- General and Rehabilitative,2018,501(c)(3),863779,Published,3/10/2020,01203000000CijdAAC,Chin,Warren,,WARREN CHIN-133418133-UNAVAILABLE,,,,New York,United States,10038,NY,,EIN-133418133,133418133,,WARREN CHIN-133418133-UNAVAILABLE,,UNAVAILABLE,
592074070,3094 Indian Cir,The purpose of the foundation is to encourage and administer donations for the benefit of the college and to generally promote the interests of chipola college.,,850-718-2370,,B12 - Education,2019,501(c)(3),1982381,Published,3/10/2020,01203000000CijdAAC,Fuqua,Julie,,JULIE FUQUA-592074070-UNAVAILABLE,,,,Marianna,United States,32446-1701,FL,,EIN-592074070,592074070,,JULIE FUQUA-592074070-UNAVAILABLE,,UNAVAILABLE,
510103684,200 Hygeia Dr,"We serve our neighbors as respectful, expert, caring partners in their health, in the community, in our physician practices and in our hospitals. we serve together as one team, guided by our values, excellence and love, to be a catalyst for a healthier community. we share a commitment to excellence at christiana care.",www.christianacare.org,302-623-7201,,E22 - Health -- General and Rehabilitative,2019,501(c)(3),2112083173,Published,3/10/2020,01203000000CijdAAC,Nevin,Janice,,JANICE NEVIN-510103684-UNAVAILABLE,,,,Newark,United States,19713-2049,DE,,EIN-510103684,510103684,,JANICE NEVIN-510103684-UNAVAILABLE,,UNAVAILABLE,
136193105,733 Third Ave,To find a cure for crohn's disease and ulcerative colitis and to improve the quality of life of children and adults affected by these diseases. crohn's disease and ulcerative colitis are collectively known as inflammatory bowel diseases (ibd).,http://www.crohnscolitisfoundation.org,888-694-8872,,"G80 - Disease, Disorders, Medical Disciplines",2018,501(c)(3),73887231,Published,3/10/2020,01203000000CijdAAC,Osso,Michael,Mr,MICHAEL OSSO-136193105-EXECUTIVE DIRECTOR,,,,New York,United States,10017,NY,Suite 510,EIN-136193105,136193105,,MICHAEL OSSO-136193105-EXECUTIVE DIRECTOR,,Executive Director,
521522457,9405 Minuteman Way,,,UNAVAILABLE,,E90 - Health -- General and Rehabilitative,0,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,,,,NAN NAN-521522457-UNAVAILABLE,,,,West Chester,United States,45069-4248,OH,,EIN-521522457,521522457,,NAN NAN-521522457-UNAVAILABLE,,UNAVAILABLE,
132954537,"335 Madison Avenue, 9th Floor","A leading nonpartisan nonprofit organization with multidisciplinary expertise that works with city and state governments, law enforcement, community organizations, the business community and academia to improve public safety through innovation.",www.nycrimecommission.org,212-608-4700,,"I20 - Crime, Legal Related ",2018,501(c)(3),532460,Published,3/10/2020,01203000000CijdAAC,Aborn,Richard,,RICHARD ABORN-132954537-UNAVAILABLE,,,RN,New York,United States,10017,NY,,EIN-132954537,132954537,,RICHARD ABORN-132954537-UNAVAILABLE,,UNAVAILABLE,
134997570,299 Broadway Ste 700702,See schedule o,www.citizensunion.org,212-227-0342,,"W20 - Public, Society Benefit -- Multipurpose and Other",2018,501(c)(3),245376,Published,3/10/2020,01203000000CijdAAC,Gotbaum,Betsy,,BETSY GOTBAUM-134997570-UNAVAILABLE,,,OT,New York,United States,10007-1901,NY,,EIN-134997570,134997570,,BETSY GOTBAUM-134997570-UNAVAILABLE,,UNAVAILABLE,
346572708,PO Box 1989,See below,,,,"G90 - Diseases, Disorders, Medical Disciplines",2020,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,,,,NAN NAN-346572708-UNAVAILABLE,,,,Elyria,United States,44036-1989,OH,,EIN-346572708,346572708,,NAN NAN-346572708-UNAVAILABLE,,UNAVAILABLE,
340714553,6801 Brecksville Rd # Rk-85,,,UNAVAILABLE,,E30 - Health -- General and Rehabilitative,0,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,,,,NAN NAN-340714553-UNAVAILABLE,,,,Independence,United States,44131-5032,OH,,EIN-340714553,340714553,,NAN NAN-340714553-UNAVAILABLE,,UNAVAILABLE,
340714585,PO Box 931517,"Cleveland clinic, located in cleveland, ohio, is a nonprofit, tax-exempt academic medical center that integrates clinical and hospital care with research and education. the cleveland clinic is the parent of the cleveland clinic health system.



the cleveland clinic was established in 1921 with the same mission that continues today: better care for the sick, investigation of their problems and further education of those who serve. the founders recognized that it is in the best interest of patients to pool the talents of medical specialists to develop, teach and apply the best medical techniques. 



cleveland clinics main campus is located near clevelands historic university circle and includes a tertiary care hospital, a childrens hospital, a medical school, a research institute, an outpatient clinic, 26 specialty institutes including facilities for heart care, digestive disease, cancer, and eye care, and supporting labs and facilities on a 162 acre campus. cleveland clinic also operates 16 family health centers throughout northeast ohio that are staffed with cleveland clinic primary care physicians, as well as many of its medical and surgical specialists. 



consistent with its tripartite mission, the cleveland clinics primary program services are focused on patient care provided on a charitable basis, medical research, and education of both medical professionals and the community.",www.clevelandclinic.org,800-223-2273,,E21 - HealthGeneral & Rehabilitative,2018,501(c)(3),6254104726,Published,3/10/2020,01203000000CijdAAC,Cosgrove,Delos,Dr,DELOS COSGROVE-340714585-UNAVAILABLE,,,,Cleveland,United States,44193,OH,,EIN-340714585,340714585,,DELOS COSGROVE-340714585-UNAVAILABLE,,UNAVAILABLE,
813791582,13940 Cedar Rd # 263,,,,,"G03 - Diseases, Disorders, Medical Disciplines",0,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,Mattar,Maya,,MAYA MATTAR-813791582-UNAVAILABLE,,,MA,Cleveland,United States,44118-3204,OH,,EIN-813791582,813791582,,MAYA MATTAR-813791582-UNAVAILABLE,,UNAVAILABLE,
341710663,10701 East Blvd,"The primary tax-exempt purpose of the cleveland va medical research and education foundation, a 501(c)(3) medical research foundation established in accordance with title 38, subchapter iv-research and education corporations, sections 7361-7368, is to support biomedical and clinical research as well as to provide health-related educational activities in conjunction with the louis stokes cleveland department of va medical center (vamc). research sponsored by the cleveland va medical research and education foundation benefits veterans treated at the louis stocks cleveland vamc and the general public by advancing knowledge in the diagnosis and treatment of disease and disability. education programs supported by the cleveland va medical research and education foundation help disseminate the results of research so they may be translated to clinical practice, provide hospital staff with training in the latest treatments, and help patients understand and manage their medical conditions.",,216-791-3800,,H99 - Medical Research,2019,501(c)(3),4797846,Published,3/10/2020,01203000000CijdAAC,Fache,Jill,,JILL FACHE-341710663-UNAVAILABLE,,,"JD, MBA",Cleveland,United States,44106-1702,OH,,EIN-341710663,341710663,,JILL FACHE-341710663-UNAVAILABLE,,UNAVAILABLE,
237089361,5 Great Valley Pkwy Ste 219,See schedule o,www.clsi.org,610-688-0100,,E03 - Health -- General and Rehabilitative,2019,501(c)(3),8959738,Published,3/10/2020,01203000000CijdAAC,Porto,Cecilia,,CECILIA PORTO-237089361-UNAVAILABLE,,,,Malvern,United States,19355-1426,PA,,EIN-237089361,237089361,,CECILIA PORTO-237089361-UNAVAILABLE,,UNAVAILABLE,
521469030,555 E Wells St,"To facilitate education, translational research and novel approaches to therapy in clinical immunology to promote excellence in the care of patients with immunologic/inflammatory disorders.",www.clinimmsoc.org,414-224-8095,,"G90 - Diseases, Disorders, Medical Disciplines",2019,501(c)(3),1185096,Published,3/10/2020,01203000000CijdAAC,Torgerson,Troy,,TROY TORGERSON-521469030-UNAVAILABLE,,,PHD,Milwaukee,United States,53202-3835,WI,,EIN-521469030,521469030,,TROY TORGERSON-521469030-UNAVAILABLE,,UNAVAILABLE,
911836972,PO Box 4462,,https://inlandcmsa.org,,,"S41 - Community Improvement, Capacity Building",0,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,Parry,Kathy,,KATHY PARRY-911836972-UNAVAILABLE,,,PA,Spokane,United States,99220-0462,WA,,EIN-911836972,911836972,,KATHY PARRY-911836972-UNAVAILABLE,,UNAVAILABLE,
133686549,757 3rd Ave Fl 20,,coalitionforhemophiliab.org,212-520-8272,,"G20 - Diseases, Disorders, Medical Disciplines",2017,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,,,,NAN NAN-133686549-UNAVAILABLE,,,,New York,United States,10017-2046,NY,,EIN-133686549,133686549,,NAN NAN-133686549-UNAVAILABLE,,UNAVAILABLE,
